color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,country,budget,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,title_year,gross_inflation,,,,
Color,Hao Ning,11,98,0,0,Zheng Xu,4,,Comedy,Bo Huang,Crazy Stone,2097,8,Zhonghua Chen,China,3000000,4,7.7,2.35,23,2006,0,,,,
Color,Regardt van den Bergh,5,116,12,25,Frank Rautenbach,412,,Drama,Sean Cameron Michael,Faith Like Potatoes,2050,521,Jeanne Neilson,South Africa,10000000,48,6.9,1.85,0,2006,0,,,,
Color,Bob Saget,19,80,799,854,John Stamos,3000,,Animation,Alyson Hannigan,Farce of the Penguins,4322,10727,Jim Belushi,USA,,2000,4.2,1.85,419,2006,0,,,,
Color,Adam Green,229,93,134,488,Kane Hodder,936,,Comedy,Joel David Moore,Hatchet,23349,3668,Joel Murray,USA,1500000,935,5.7,1.85,0,2006,0,,,,
Color,Kenny Ortega,44,111,197,578,Corbin Bleu,755,,Comedy,Lucas Grabeel,High School Musical 2,39786,3009,Olesya Rulin,USA,7000000,632,4.8,1.78,586,2006,0,,,,
Color,Robert Greenwald,21,75,21,0,Katy Helvenston-Wettengal,25,,Documentary,Scott Helvenston,Iraq for Sale: The War Profiteers,1477,25,Donna Zovko,USA,750000,0,7.7,1.78,274,2006,0,,,,
Color,Randall Rubin,23,99,0,131,A.J. Buckley,363,,Crime,Nicole Randall Johnson,Jimmy and Judy,1420,997,James Eckhouse,USA,1000000,275,6.2,,138,2006,0,,,,
Color,Rakesh Roshan,20,168,53,45,Rekha,307,,Action,Naseeruddin Shah,Krrish,12411,616,Sharat Saxena,India,10000000,200,6.3,2.35,533,2006,0,,,,
Color,Rajkumar Hirani,15,144,124,327,Sanjay Dutt,464,,Comedy,Vidya Balan,Lage Raho Munna Bhai,27569,1761,Jimmy Shergill,India,120000000,426,8.2,2.35,349,2006,0,,,,
Color,Ward Roberts,2,83,12,29,Jacob Zachar,1000,,Comedy,Sid Haig,Little Big Top,110,1244,Travis Betz,USA,240000,185,6.5,,72,2006,0,,,,
Color,Paul Andrew Williams,68,85,46,141,Johnny Harris,418,,Crime,Lorraine Stanley,London to Brighton,7308,926,Georgia Groome,UK,500000,146,7,2.35,933,2006,0,,,,
Color,Katherine Brooks,14,76,57,228,Kevin McCarthy,442,,Drama,Ilene Graff,Loving Annabelle,9190,1635,Laura Breckenridge,USA,1000000,403,6.7,1.85,501,2006,0,,,,
Color,Stephen Kijak,48,95,3,25,Jacques Brel,30,,Biography,Brian Eno,Scott Walker: 30 Century Man,1006,119,Damon Albarn,UK,500000,27,7.3,1.85,808,2006,0,,,,
Color,Kenneth Branagh,38,135,0,3,Amy Carson,5,,Drama,Kim-Marie Woodhouse,The Magic Flute,926,24,Joseph Kaiser,France,27000000,4,6.6,2.35,359,2006,0,,,,
Color,Daniel Mellitz,,,0,15,Chelse Swain,1000,,Comedy,Corbin Bernsen,The Naked Ape,128,1077,Amanda MacDonald,USA,,36,4.7,,2,2006,0,,,,
Color,Billy Kent,50,88,0,276,Tim Russ,740,,Comedy,Liza Minnelli,The Oh in Ohio,5494,1665,Winter Ave Zoli,USA,5000000,625,5.6,2.35,255,2006,0,,,,
Color,D. Stevens,6,94,6,0,Pierre Dulat,92,,Drama,Magi Avila,The Pet,425,109,Summer Napoles,USA,1000000,17,3.9,,91,2006,0,,,,
Color,Chuck Bowman,32,89,42,235,Lochlyn Munro,598,,Horror,P.J. Soles,The Tooth Fairy,1263,2353,Steve Bacic,USA,1500000,555,4.6,1.78,352,2006,0,,,,
Color,Serdar Akar,16,122,11,173,Bergüzar Korel,205,,Action,Necati Sasmaz,Valley of the Wolves: Iraq,14486,808,Ghassan Massoud,Turkey,8300000,197,6,1.85,467,2006,0,,,,
Color,Scott Marshall,20,93,7,611,Drew Waters,906,5561,Comedy,Drew Fuller,Blonde Ambition,4995,4725,Larry Miller,USA,10000000,848,3.9,1.85,160,2007,6856.828703,,,,
Color,James David Pasternak,17,85,0,924,Sarah Silverman,49000,7826,Comedy,Robin Williams,Certifiably Jonathan,132,54484,Jonathan Winters,USA,1200000,931,6.2,,87,2007,9649.620829,,,,
Color,José Padilha,142,115,294,15,Fernanda Machado,585,8060,Action,Wagner Moura,Elite Squad,81644,666,André Ramiro,Brazil,4000000,39,8.1,1.85,11000,2007,9938.147698,,,,
Color,Sol Tryon,28,91,0,170,Ann Dowd,472,12055,Comedy,Jim Gaffigan,The Living Wake,739,1047,Matthew Cowles,USA,500000,185,6.5,,339,2007,14864.06582,,,,
Color,Jake Paltrow,50,93,17,66,Gael Le Cornec,1000,20380,Comedy,Stephen Graham,The Good Night,7519,1245,Keith Allen,USA,15000000,165,5.9,1.85,445,2007,25128.96403,,,,
Color,Gene Teigland,,103,0,20,Matthew Feeney,23,23616,Mystery,Kendyl Joi,Arnolds Park,94,85,Tac Fitzgerald,USA,600000,20,5.6,1.78,11,2007,29119.01936,,,,
Color,C. Jay Cox,9,100,6,325,Amber Benson,396,31937,Comedy,Tori Spelling,Kiss the Bride,1358,2310,Garrett M. Brown,USA,500000,326,5.7,1.85,60,2007,39378.98549,,,,
Color,Nacho Vigalondo,173,66,76,36,Nacho Vigalondo,123,38108,Horror,Karra Elejalde,Timecrimes,40878,239,Bárbara Goenaga,Spain,2600000,76,7.2,1.85,0,2007,46987.95688,,,,
Color,Jeff Nichols,85,92,337,22,Natalie Canerday,35,45661,Drama,Michael Abbott Jr.,Shotgun Stories,7148,114,Travis Smith,USA,,32,7.3,2.35,773,2007,56300.96303,,,,
Color,Justin Lin,35,84,681,143,Jake Sandvig,239,52850,Comedy,Monique Gabriela Curnen,Finishing the Game: The Search for a New Bruce Lee,1656,734,Joe McQueen,USA,500000,172,6.2,1.85,155,2007,65165.14961,,,,
Color,Brian De Palma,133,90,0,15,Daniel Stewart Sherman,343,65087,Crime,Mike Figueroa,Redacted,8824,408,Kel O'Neill,USA,5000000,29,6.2,1.85,559,2007,80253.62521,,,,
Color,Peter Ho-Sun Chan,106,113,31,483,Takeshi Kaneshiro,5000,128978,Action,Jet Li,The Warlords,22897,6267,Andy Lau,Hong Kong,40000000,755,7.1,2.35,0,2007,159032.5575,,,,
Color,Bruce Campbell,100,84,0,158,Dan Hicks,634,173066,Comedy,Ted Raimi,My Name Is Bruce,21379,1238,Timothy Patrick Quill,USA,1500000,328,6.3,1.85,0,2007,213393.9788,,,,
Color,Marco Kreuzpaintner,69,120,7,289,Kate del Castillo,662,214202,Crime,Zack Ward,Trade,14831,1952,Alicja Bachleda,Germany,12000000,345,7.5,2.35,0,2007,264115.5227,,,,
Color,Feroz Abbas Khan,16,136,0,14,Bhoomika Chawla,75,240425,Biography,Akshaye Khanna,"Gandhi, My Father",1311,172,Darshan Jariwala,India,,45,7.4,2.35,133,2007,296449.0273,,,,
Color,Mike Bruce,3,78,6,17,Kirpatrick Thomas,32,243768,Western,Joseph Campanella,The Legend of God's Gun,143,72,Christian Anderson,USA,30000,17,4.1,2.35,13,2007,300571.0159,,,,
Color,Alex Gibney,84,53,141,23,George W. Bush,141,274661,Crime,Alex Gibney,Taxi to the Dark Side,10564,313,Greg D'Agostino,USA,1000000,125,7.7,1.85,0,2007,338662.7277,,,,
Color,Vadim Perelman,78,90,26,350,Lynn Cohen,797,303439,Drama,Eva Amurri Martino,The Life Before Her Eyes,12125,2073,Brett Cullen,USA,8000000,474,6.4,2.35,1000,2007,374146.6004,,,,
Color,Mitchell Lichtenstein,221,94,53,268,Nathan Parsons,386,347578,Comedy,Jess Weixler,Teeth,34556,1511,John Hensley,USA,,357,5.4,1.85,17000,2007,428570.9058,,,,
Color,Michael Landon Jr.,18,117,84,275,Louise Fletcher,861,379643,Drama,Henry Thomas,The Last Sin Eater,1573,2161,A.J. Buckley,USA,2200000,425,5.9,1.85,285,2007,468107.7179,,,,
Color,Michael Corrente,41,99,30,209,Tony Devon,480,398420,Crime,Jerry Ferrara,Brooklyn Rules,5049,1234,Alexa Havins,USA,8000000,257,6.4,2.35,226,2007,491260.1496,,,,
Color,David Gordon Green,88,107,234,442,Connor Paolo,947,402820,Drama,Michael Angarano,Snow Angels,10896,2747,Tom Noonan,USA,,530,6.9,2.35,415,2007,496685.4412,,,,
Color,Tom Kalin,121,97,4,577,Elena Anaya,13000,434417,Drama,Eddie Redmayne,Savage Grace,8867,15093,Stephen Dillane,Spain,4600000,1000,5.9,1.85,0,2007,535645.1996,,,,
Color,Charles Herman-Wurmfeld,73,88,0,102,Rian Bishop,465,442638,Comedy,John Enos III,The Hammer,5489,897,Adam Carolla,USA,850000,140,7.3,,337,2007,545781.8636,,,,
Color,Laurent Tirard,78,120,2,80,Ludivine Sagnier,809,634277,Comedy,Romain Duris,Molière,5166,1651,Fabrice Luchini,France,16000000,521,7.3,2.35,815,2007,782076.7379,,,,
Color,David Wain,65,96,136,139,Ken Marino,4000,766487,Comedy,Jon Hamm,The Ten,15315,4883,Ron Silver,USA,5250000,543,5,1.85,915,2007,945094.4187,,,,
Color,Kar-Wai Wong,192,95,0,20,Norah Jones,20000,866778,Drama,Natalie Portman,My Blueberry Nights,44208,20364,Adriane Lenox,Hong Kong,10000000,329,6.7,2.35,0,2007,1068755.308,,,,
 Black and White,Anton Corbijn,183,122,210,471,Samantha Morton,845,871577,Biography,Sam Riley,Control,51353,2614,Alexandra Maria Lara,UK,4500000,631,7.7,2.35,13000,2007,1074672.575,,,,
Color,Siddharth Anand,16,153,5,60,Mary Goggin,532,872643,Comedy,Saif Ali Khan,Ta Ra Rum Pum,2909,902,Vic Aviles,USA,6000000,249,5.4,,108,2007,1075986.975,,,,
Color,Richard Shepard,94,101,47,2,Zan Marolt,499,876671,Adventure,James Brolin,The Hunting Party,22010,504,Ljubomir Kerekes,USA,25000000,3,6.9,2.35,0,2007,1080953.583,,,,
Color,Bob Odenkirk,51,93,0,622,Lee Majors,966,900926,Comedy,Jenna Fischer,The Brothers Solomon,9517,3307,Will Forte,USA,10000000,799,5.3,1.85,319,2007,1110860.503,,,,
Color,George A. Romero,280,95,0,192,Shawn Roberts,569,952620,Horror,Megan Park,Diary of the Dead,40800,1797,Joe Dinicol,USA,2000000,529,5.7,1.85,0,2007,1174600.28,,,,
Color,Nadine Labaki,109,95,0,0,Adel Karam,227,1060591,Comedy,Yasmine Al Massri,Caramel,9750,231,Nadine Labaki,France,1300000,4,7.2,1.85,0,2007,1307730.77,,,,
Color,Christopher Cain,43,111,58,258,Taylor Handley,482,1066555,Drama,Jon Gries,September Dawn,2618,1526,Trent Ford,USA,11000000,362,5.8,1.85,411,2007,1315084.506,,,,
Color,Anand Tucker,90,92,14,291,Jim Broadbent,14000,1071240,Biography,Colin Firth,When Did You Last See Your Father?,3571,15848,Gina McKee,UK,8000000,1000,6.9,2.35,429,2007,1320861.208,,,,
Color,Sarah Gavron,80,101,34,40,Christopher Simpson,56,1094998,Drama,Satish Kaushik,Brick Lane,2560,150,Tannishtha Chatterjee,UK,,41,6.7,2.35,430,2007,1350155.317,,,,
 Black and White,David Sington,107,100,90,65,Buzz Aldrin,168,1134049,Documentary,John F. Kennedy,In the Shadow of the Moon,5475,408,Neil Armstrong,UK,2000000,142,8.1,1.85,0,2007,1398306.012,,,,
Color,Cristian Mungiu,233,113,163,27,Vlad Ivanov,131,1185783,Drama,Anamaria Marinca,"4 Months, 3 Weeks and 2 Days",44763,264,Alexandru Potocean,Romania,590000,60,7.9,1.85,14000,2007,1462095.111,,,,
Color,Vipul Amrutlal Shah,15,128,11,119,Clive Standen,3000,1207007,Comedy,Katrina Kaif,Namastey London,13577,4004,Riteish Deshmukh,India,,687,7.3,,341,2007,1488264.744,,,,
Color,Michael Haneke,250,111,0,287,Siobhan Fallon Hogan,6000,1294640,Crime,Naomi Watts,Funny Games,69569,6748,Brady Corbet,USA,15000000,294,6.5,1.85,0,2007,1596318.057,,,,
Color,Charles Ferguson,79,102,117,17,Dick Cheney,393,1430185,Documentary,Campbell Scott,No End in Sight,7314,446,Donald Rumsfeld,USA,2000000,21,8.3,1.85,0,2007,1763447.862,,,,
Color,Ira Sachs,121,91,60,18,Erin Boyes,60,1506998,Crime,David Richmond-Peck,Married Life,8014,141,Timothy Webber,USA,12000000,46,6.3,1.85,314,2007,1858159.889,,,,
Color,John Dahl,121,93,131,90,Aaron Hughes,497,2426851,Comedy,Philip Baker Hall,You Kill Me,16224,776,Jayne Eastwood,USA,4000000,113,6.5,2.55,830,2007,2992357.777,,,,
Color,Susanne Bier,146,118,369,295,Omar Benson Miller,1000,2849142,Drama,Alison Lohman,Things We Lost in the Fire,24104,1889,Robin Weigert,USA,16000000,418,7.2,2.35,0,2007,3513051.366,,,,
Color,Davis Guggenheim,65,95,49,261,John Doman,702,2955039,Biography,Emma Bell,Gracie,3624,2007,Carly Schroeder,USA,9000000,616,6.2,2.35,313,2007,3643624.57,,,,
Color,Rod Lurie,104,112,37,548,Kathryn Morris,748,3169424,Drama,Harry Lennix,Resurrecting the Champ,18442,2417,Peter Coyote,USA,13000000,573,6.8,2.35,689,2007,3907965.736,,,,
Color,Katja von Garnier,106,98,18,220,Agnes Bruckner,837,3525161,Drama,Olivier Martinez,Blood and Chocolate,15388,1675,Chris Geere,USA,,400,5.5,2.35,0,2007,4346596.858,,,,
Color,Danny Boyle,308,107,0,167,Benedict Wong,11000,3675072,Adventure,Chris Evans,Sunshine,190132,11623,Troy Garity,UK,26000000,372,7.3,2.35,15000,2007,4531440.24,,,,
Color,Andrew Dominik,273,160,181,820,Jeremy Renner,11000,3904982,Biography,Brad Pitt,The Assassination of Jesse James by the Coward Robert Ford,136104,22516,Sam Shepard,USA,30000000,10000,7.5,2.35,0,2007,4814924.054,,,,
Color,Jon Poll,146,97,20,442,Megan Park,21000,3950294,Comedy,Robert Downey Jr.,Charlie Bartlett,56654,22577,Hope Davis,USA,12000000,569,7,1.85,0,2007,4870794.693,,,,
 Black and White,Todd Haynes,231,135,162,228,Heath Ledger,23000,4001121,Biography,Christian Bale,I'm Not There.,48346,36398,Tyrone Benskin,USA,20000000,13000,7,2.35,0,2007,4933465.441,,,,
Color,Vincent Paronnaud,242,89,10,106,Gena Rowlands,963,4443403,Animation,Catherine Deneuve,Persepolis,70194,1754,Danielle Darrieux,France,7300000,545,8,1.85,14000,2007,5478808.349,,,,
Color,Uwe Boll,140,156,892,102,Mike Dopud,26000,4535117,Action,Jason Statham,In the Name of the King: A Dungeon Siege Tale,38398,26564,Tania Saulnier,Germany,60000000,368,3.8,2.35,0,2007,5591893.62,,,,
Color,Mike Newell,115,139,179,50,Giovanna Mezzogiorno,267,4584886,Drama,Marcela Mar,Love in the Time of Cholera,19114,538,Unax Ugalde,USA,45000000,202,6.4,2.35,0,2007,5653259.832,,,,
Color,Matt Maiellaro,82,86,8,357,Fred Armisen,2000,5518918,Action,Tina Fey,Aqua Teen Hunger Force Colon Movie Film for Theaters,12160,3071,Chris Kattan,USA,750000,424,6.9,1.85,307,2007,6804940.722,,,,
Color,Don Michael Paul,25,93,70,442,Faizon Love,692,5694308,Comedy,Jeffrey Jones,Who's Your Caddy?,13815,3128,Lil' Wayne,USA,7000000,585,2,1.85,446,2007,7021200.241,,,,
Color,Sergey Bodrov,160,126,44,9,Khulan Chuluun,627,5701643,Adventure,Tadanobu Asano,Mongol: The Rise of Genghis Khan,37635,653,Honglei Sun,Russia,20000000,12,7.3,2.35,0,2007,7030244.449,,,,
Color,Curtis Hanson,106,124,161,681,Robert Duvall,21000,5755286,Drama,Robert Downey Jr.,Lucky You,18310,26334,Kelvin Han Yee,USA,55000000,3000,5.9,2.35,672,2007,7096387.384,,,,
Color,Doug Lefler,90,102,4,112,Nonso Anozie,14000,5932060,Action,Colin Firth,The Last Legion,29285,14625,Owen Teale,UK,35000000,394,5.4,2.35,0,2007,7314353.404,,,,
Color,Craig Gillespie,226,106,44,552,Kelli Garner,33000,5949693,Comedy,Ryan Gosling,Lars and the Real Girl,114762,34351,Paul Schneider,USA,12000000,730,7.4,1.85,19000,2007,7336095.26,,,,
Color,Julian Schnabel,259,112,232,177,Mathieu Amalric,413,5990075,Biography,Emmanuelle Seigner,The Diving Bell and the Butterfly,89906,1372,Isaach De Bankolé,France,,412,8,1.85,13000,2007,7385887.106,,,,
Color,David Schwimmer,168,100,0,231,Iddo Goldberg,427,5998971,Comedy,Dylan Moran,"Run, Fatboy, Run",58509,1022,India de Beaufort,UK,,269,6.6,2.35,0,2007,7396856.059,,,,
Color,Tamara Jenkins,201,114,84,338,David Zayas,22000,6610326,Comedy,Philip Seymour Hoffman,The Savages,32188,23770,Gbenga Akinnagbe,USA,,929,7.2,1.85,0,2007,8150669.494,,,,
Color,Paul Haggis,232,121,549,883,Charlize Theron,11000,6777589,Crime,James Franco,In the Valley of Elah,60115,24248,Barry Corbin,USA,,9000,7.2,2.35,0,2007,8356908.253,,,,
Color,Ian Iqbal Rashid,62,94,8,66,Clé Bennett,328,7070459,Drama,DeRay Davis,How She Move,4600,760,Conrad Coates,Canada,,122,3.3,1.85,238,2007,8718023.056,,,,
Color,J.A. Bayona,300,105,171,143,Belén Rueda,382,7159147,Drama,Geraldine Chaplin,The Orphanage,120189,954,Fernando Cayo,Spain,3400000,273,7.5,2.35,11000,2007,8827377.206,,,,
Color,Menno Meyjes,118,106,43,460,Richard Schiff,1000,7486906,Comedy,Oliver Platt,Martian Child,17436,2495,Sophie Okonedo,USA,27000000,506,6.8,1.85,0,2007,9231510.872,,,,
Color,Les Mayfield,53,91,10,436,Will Patton,716,8104069,Action,Callum Rennie,Code Name: The Cleaner,9785,2700,Cedric the Entertainer,USA,20000000,537,4.5,1.85,233,2007,9992485.692,,,,
Color,Frank Oz,168,87,0,548,Ewen Bremner,22000,8579684,Comedy,Peter Dinklage,Death at a Funeral,89547,24324,Kris Marshall,USA,9000000,557,7.4,1.85,0,2007,10578928.88,,,,
Color,Frank Oz,168,87,0,548,Ewen Bremner,22000,8579684,Comedy,Peter Dinklage,Death at a Funeral,89547,24324,Kris Marshall,USA,9000000,557,7.4,1.85,0,2007,10578928.88,,,,
Color,Michael Winterbottom,190,108,187,254,Archie Panjabi,11000,9172810,Biography,Angelina Jolie Pitt,A Mighty Heart,24150,12178,Dan Futterman,USA,16000000,883,6.7,2.35,923,2007,11310265.58,,,,
Color,John Carney,232,85,109,18,Markéta Irglová,200,9437933,Drama,Glen Hansard,Once,90827,332,Darren Healy,Ireland,180000,96,7.9,1.85,26000,2007,11637167.76,,,,
Color,James Wan,166,111,0,725,Kelly Preston,856,9525276,Action,Aisha Tyler,Death Sentence,60156,3309,Edi Gathegi,USA,20000000,742,6.8,2.35,0,2007,11744863.49,,,,
Color,Gavin Hood,131,122,151,11000,Jake Gyllenhaal,24000,9664316,Drama,J.K. Simmons,Rendition,47203,50950,Meryl Streep,USA,27500000,15000,6.8,2.35,0,2007,11916302.71,,,,
Color,Catherine Owens,68,85,0,44,The Edge,468,10353690,Documentary,Bono,U2 3D,2673,646,Larry Mullen Jr.,USA,,67,8.4,1.78,116,2007,12766315.19,,,,
Color,Hyung-rae Shim,93,107,26,535,Aimee Garcia,889,10956379,Action,Robert Forster,Dragon Wars: D-War,21506,3274,Chris Mulkey,South Korea,35000000,618,3.6,2.35,0,2007,13509443.27,,,,
Color,Jon Kasdan,81,97,21,499,Elena Anaya,17000,11043445,Comedy,Kristen Stewart,In the Land of Women,27689,20312,Dustin Milligan,USA,10000000,1000,6.5,2.35,1000,2007,13616797.46,,,,
Color,Joe Nussbaum,72,108,18,433,Matt Long,714,11702090,Comedy,Danny Strong,Sydney White,37700,2785,Samm Levine,USA,16500000,701,6.3,2.35,0,2007,14428920.45,,,,
Color,Chris Rock,97,94,0,458,Eliza Coupe,12000,12550242,Comedy,Steve Buscemi,I Think I Love My Wife,13866,13446,Wendell Pierce,USA,,490,5.5,1.85,488,2007,15474709.51,,,,
Color,Patricia Riggen,75,106,36,345,Eugenio Derbez,953,12589108,Adventure,America Ferrera,Under the Same Moon,5526,2198,Kate del Castillo,Mexico,,399,7.4,1.85,0,2007,15522632.1,,,,
Color,Fred Savage,52,89,0,405,Brian Doyle-Murray,555,13235267,Comedy,Lochlyn Munro,Daddy Day Camp,12339,1752,Tamala Jones,USA,6000000,484,2.9,1.85,256,2007,16319359.59,,,,
Color,Akiva Schaffer,111,88,82,432,Jorma Taccone,874,13920741,Comedy,Sissy Spacek,Hot Rod,59900,2062,Chris Parnell,USA,,434,6.7,2.35,0,2007,17164563.29,,,,
Color,Joby Harold,133,84,8,896,Fisher Stevens,4000,14373825,Crime,Hayden Christensen,Awake,63216,6954,Denis O'Hare,USA,8600000,922,6.5,2.35,0,2007,17723225.29,,,,
Color,Robert Redford,227,92,0,10000,Tom Cruise,11000,14998070,Drama,Meryl Streep,Lions for Lambs,41170,32875,Andrew Garfield,USA,35000000,10000,6.2,2.35,0,2007,18492932.36,,,,
Color,Oliver Hirschbiegel,232,99,101,327,Veronica Cartwright,1000,15071514,Sci-Fi,Roger Rees,The Invasion,65037,2323,Jeremy Northam,USA,80000000,422,5.9,1.85,0,2007,18583490.34,,,,
Color,Marc Forster,201,128,395,161,Shaun Toub,283,15797907,Drama,Mustafa Haidari,The Kite Runner,68119,904,Khalid Abdalla,USA,20000000,206,7.6,2.35,0,2007,19479148.03,,,,
Color,Shekhar Kapur,202,114,159,877,Abbie Cornish,13000,16264475,Biography,Eddie Redmayne,Elizabeth: The Golden Age,54787,16899,Jordi Mollà,UK,55000000,2000,6.9,1.85,0,2007,20054436.08,,,,
Color,Jon Avnet,158,108,50,494,Alicia Witt,14000,16930884,Crime,Al Pacino,88 Minutes,65628,16722,Deborah Kara Unger,USA,30000000,975,5.9,2.35,0,2007,20876132.24,,,,
Color,David Cronenberg,356,96,0,509,Naomi Watts,10000,17114882,Crime,Viggo Mortensen,Eastern Promises,189249,17211,Raza Jaffrey,USA,25000000,6000,7.7,1.85,0,2007,21103005.6,,,,
Color,Eli Roth,252,94,0,658,Lauren German,1000,17544812,Horror,Jay Hernandez,Hostel: Part II,69989,4707,Stanislav Ianevski,USA,10000000,683,5.4,2.35,0,2007,21633118.24,,,,
Color,Jake Kasdan,171,120,52,134,Nat Faxon,553,18317151,Comedy,Tim Meadows,Walk Hard: The Dewey Cox Story,55630,1082,Matt Price,USA,35000000,214,6.7,2.35,0,2007,22585428.29,,,,
Color,Sean Penn,274,148,0,826,William Hurt,17000,18352454,Adventure,Kristen Stewart,Into the Wild,426359,18752,Hal Holbrook,USA,15000000,882,8.2,2.35,76000,2007,22628957.63,,,,
Color,Julian Jarrold,150,120,11,281,Julie Walters,11000,18663911,Biography,Anne Hathaway,Becoming Jane,46204,12554,Laurence Fox,UK,16500000,838,7.1,2.35,0,2007,23012990.59,,,,
Color,Garry Marshall,88,113,0,949,Zachary Gordon,995,18882880,Comedy,Hector Elizondo,Georgia Rule,20539,4039,Jane Fonda,USA,20000000,975,5.9,2.35,681,2007,23282983.92,,,,
Color,Adrienne Shelly,173,108,191,336,Cheryl Hines,597,19067631,Comedy,Lew Temple,Waitress,37714,1981,Eddie Jemison,USA,2000000,541,7.1,1.85,0,2007,23510785.75,,,,
Color,Mike Binder,154,124,57,905,Don Cheadle,11000,19661987,Drama,Adam Sandler,Reign Over Me,83786,17050,John de Lancie,USA,20000000,3000,7.5,2.35,0,2007,24243639.06,,,,
Color,Robert Ben Garant,89,84,134,307,Thomas Lennon,655,20339754,Comedy,Wendi McLendon-Covey,Reno 911!: Miami,23928,2737,Carlos Alazraqui,USA,10000000,651,5.9,1.85,441,2007,25079339.88,,,,
Color,Martin Weisz,161,89,7,399,Daniella Alonso,919,20801344,Horror,Jeff Kober,The Hills Have Eyes II,49721,2559,Jacob Vargas,USA,15000000,557,5.1,2.35,0,2007,25648489.95,,,,
Color,Philip G. Atwell,119,103,5,874,Jet Li,26000,22466994,Action,Jason Statham,War,72673,33565,Nadine Velazquez,USA,25000000,5000,6.3,2.35,0,2007,27702271.05,,,,
Color,Edgar Wright,285,121,1000,108,Joe Cornish,175,23618786,Action,Bill Bailey,Hot Fuzz,352695,485,Billie Whitelaw,UK,8000000,115,7.9,2.35,17000,2007,29122454.56,,,,
Color,Julie Taymor,156,133,278,107,T.V. Carpio,5000,24343673,Drama,Jim Sturgess,Across the Universe,91860,5405,Robert Clohessy,USA,45000000,117,7.4,2.35,14000,2007,30016255.31,,,,
Color,Julie Taymor,156,133,278,107,T.V. Carpio,5000,24343673,Drama,Jim Sturgess,Across the Universe,91863,5405,Robert Clohessy,USA,45000000,117,7.4,2.35,14000,2007,30016255.31,,,,
Color,Michael Moore,263,123,909,184,Tucker Albrizzi,909,24530513,Documentary,Michael Moore,Sicko,66610,1633,Bill Clinton,USA,9000000,203,8,1.85,0,2007,30246632.92,,,,
Color,Robert Rodriguez,250,189,0,1000,Rosario Dawson,16000,25031037,Action,Quentin Tarantino,Grindhouse,155496,22186,Zoë Bell,USA,53000000,3000,7.6,2.35,0,2007,30863789.42,,,,
Color,Stephen Hopkins,190,99,81,135,Andrea Frankle,327,25117498,Horror,Stephen Rea,The Reaping,37412,960,William Ragsdale,USA,40000000,253,5.7,2.35,0,2007,30970397.63,,,,
Color,Andrew Fleming,93,99,26,650,Laura Harring,720,25584685,Comedy,Kay Panabaker,Nancy Drew,15877,3327,Tate Donovan,USA,20000000,669,5.9,2.35,590,2007,31546448.93,,,,
Color,Frank Darabont,330,126,0,745,Alexa Davalos,2000,25592632,Horror,Toby Jones,The Mist,220475,5371,Jeffrey DeMunn,USA,18000000,850,7.2,1.85,20000,2007,31556247.74,,,,
Color,Peter Webber,209,131,73,163,Stephen Walters,879,27667947,Crime,Li Gong,Hannibal Rising,86374,1344,Richard Brake,UK,50000000,184,6.2,2.35,3000,2007,34115154.32,,,,
Color,James Gray,222,117,115,97,Oleg Taktarov,3000,28563179,Crime,Robert Duvall,We Own the Night,72693,3681,Antoni Corone,USA,21000000,327,6.9,1.85,0,2007,35218994,,,,
Color,Juan Carlos Fresnadillo,274,100,35,306,Harold Perrineau,10000,28637507,Drama,Jeremy Renner,28 Weeks Later,212167,11471,Catherine McCormack,UK,15000000,1000,7,1.85,0,2007,35310641.97,,,,
Color,Denzel Washington,112,126,18000,697,Jurnee Smollett-Bell,18000,30226144,Biography,Denzel Washington,The Great Debaters,47626,22745,John Heard,USA,15000000,2000,7.6,2.35,0,2007,37269464.44,,,,
Color,Kirsten Sheridan,148,114,59,403,Aaron Staton,49000,31655091,Drama,Robin Williams,August Rush,87331,50927,Marian Seldes,USA,30000000,702,7.5,2.35,18000,2007,39031385.83,,,,
Color,Steve Bendelack,151,90,68,100,Emma de Caunes,328,32553210,Comedy,Lily Atkinson,Mr. Bean's Holiday,88714,794,Steve Pemberton,UK,25000000,132,6.3,1.85,0,2007,40138785.24,,,,
Color,David Fincher,377,162,21000,495,Jake Gyllenhaal,21000,33048353,Crime,Robert Downey Jr.,Zodiac,301279,36928,Anthony Edwards,USA,65000000,15000,7.7,2.35,12000,2007,40749306.86,,,,
Color,Mark Helfrich,127,101,7,440,Dan Fogler,1000,35000629,Comedy,Dane Cook,Good Luck Chuck,74622,2822,Chelan Simmons,USA,25000000,562,5.6,1.85,0,2007,43156503.79,,,,
Color,Joel Schumacher,224,98,541,897,Virginia Madsen,8000,35063732,Mystery,Logan Lerman,The Number 23,164608,10938,Ed Lauter,USA,32000000,912,6.4,2.35,10000,2007,43234311.1,,,,
Color,Richard LaGravenese,84,123,98,579,Scott Glenn,2000,36581633,Biography,Hunter Parrish,Freedom Writers,52533,3994,Imelda Staunton,Germany,21000000,826,7.5,1.85,10000,2007,45105914.61,,,,
